Date,Ticker,Open,High,Low,Close,Volume,Sector
2023-10-30,AAPL,221.98,224.87,219.96,222.84,66285992,Technology
2023-10-31,AAPL,225.36,227.66,222.47,224.77,95674284,Technology
2023-11-01,AAPL,237.16,238.71,234.78,236.33,95281373,Technology
2023-11-02,AAPL,239.3,243.95,234.25,238.89,69922904,Technology
2023-11-03,AAPL,236.16,239.02,232.96,235.81,61181749,Technology
2023-11-06,AAPL,230.75,232.82,229.54,231.61,74474033,Technology
2023-11-07,AAPL,234.56,237.27,231.88,234.59,67712642,Technology
2023-11-08,AAPL,236.39,239.96,232.59,236.16,77020613,Technology
2023-11-09,AAPL,234.41,236.63,233.19,235.4,82805839,Technology
2023-11-10,AAPL,236.47,238.49,234.74,236.76,96876864,Technology
2023-11-13,AAPL,236.36,240.13,233.24,237.0,79957438,Technology
2023-11-14,AAPL,238.08,241.46,233.85,237.22,104316199,Technology
2023-11-15,AAPL,237.35,240.84,234.19,237.68,81220551,Technology
2023-11-16,AAPL,237.3,242.74,232.98,238.4,118284967,Technology
2023-11-17,AAPL,233.18,236.67,229.28,232.76,61760871,Technology
2023-11-20,AAPL,231.91,235.22,228.64,231.95,65793844,Technology
2023-11-21,AAPL,232.88,235.02,229.84,231.97,92224310,Technology
2023-11-22,AAPL,223.34,226.81,220.84,224.3,101990230,Technology
2023-11-23,AAPL,228.98,232.54,225.17,228.72,89860627,Technology
2023-11-24,AAPL,229.25,231.89,226.4,229.04,73387029,Technology
2023-11-27,AAPL,228.49,232.86,223.93,228.29,78015950,Technology
2023-11-28,AAPL,232.23,234.96,228.8,231.52,69116155,Technology
2023-11-29,AAPL,231.46,233.63,228.88,231.05,78271607,Technology
2023-11-30,AAPL,226.04,230.71,222.22,226.88,104879827,Technology
2023-12-01,AAPL,229.69,232.2,228.31,230.81,112944299,Technology
2023-12-04,AAPL,232.87,236.42,229.68,233.22,73339380,Technology
2023-12-05,AAPL,232.56,235.87,229.23,232.54,118500067,Technology
2023-12-06,AAPL,233.34,237.95,228.43,233.03,85850795,Technology
2023-12-07,AAPL,232.74,235.62,229.45,232.32,65543685,Technology
2023-12-08,AAPL,229.47,232.74,227.19,230.45,63864965,Technology
2023-12-11,AAPL,225.39,227.21,223.6,225.42,106194072,Technology
2023-12-12,AAPL,223.28,226.4,220.54,223.65,64400002,Technology
2023-12-13,AAPL,226.72,230.25,223.71,227.24,96088583,Technology
2023-12-14,AAPL,229.09,234.5,224.59,229.98,72121461,Technology
2023-12-15,AAPL,239.02,241.91,235.03,237.91,105422681,Technology
2023-12-18,AAPL,237.69,242.49,233.3,238.09,118526289,Technology
2023-12-19,AAPL,235.93,238.54,234.39,236.99,110408356,Technology
2023-12-20,AAPL,239.03,244.55,234.51,240.01,66248931,Technology
2023-12-21,AAPL,238.76,241.03,237.45,239.71,71960479,Technology
2023-12-22,AAPL,237.96,242.61,232.92,237.56,105823905,Technology
2023-12-25,AAPL,234.84,238.75,230.85,234.76,106950594,Technology
2023-12-26,AAPL,232.53,236.21,229.29,232.96,92886051,Technology
2023-12-27,AAPL,226.98,229.93,223.31,226.25,117912769,Technology
2023-12-28,AAPL,227.99,230.54,224.85,227.39,65435898,Technology
2023-12-29,AAPL,223.82,227.84,220.09,224.11,61843714,Technology
2021-01-04,MSFT,220.24,222.54,217.7,220.0,23504253,Technology
2021-01-05,MSFT,218.8,223.87,214.67,219.73,40530141,Technology
2021-01-06,MSFT,214.76,218.49,211.41,215.13,29205757,Technology
2021-01-07,MSFT,214.59,218.05,210.92,214.37,35104501,Technology
2021-01-08,MSFT,218.24,220.64,215.87,218.27,41787217,Technology
2021-01-11,MSFT,220.24,222.23,218.43,220.42,27128286,Technology
2021-01-12,MSFT,222.4,226.06,218.16,221.81,27141354,Technology
2021-01-13,MSFT,215.88,218.29,214.54,216.94,29976461,Technology
2021-01-14,MSFT,214.59,216.98,211.17,213.55,30865843,Technology
2021-01-15,MSFT,212.45,214.33,209.75,211.62,31312426,Technology
2021-01-18,MSFT,216.77,220.69,213.74,217.65,29041244,Technology
2021-01-19,MSFT,216.81,220.96,212.47,216.62,28234538,Technology
2021-01-20,MSFT,221.04,224.22,216.97,220.14,26753802,Technology
2021-01-21,MSFT,225.31,228.14,221.46,224.28,24620319,Technology
2021-01-22,MSFT,220.59,224.07,216.86,220.34,35273177,Technology
2021-01-25,MSFT,221.49,224.18,219.22,221.9,35368403,Technology
2021-01-26,MSFT,221.67,223.68,219.84,221.85,24951667,Technology
2021-01-27,MSFT,224.82,225.97,222.62,223.77,30065762,Technology
2021-01-28,MSFT,224.0,229.2,219.62,224.81,33334702,Technology
2021-01-29,MSFT,230.82,232.67,228.31,230.15,37457762,Technology
2021-02-01,MSFT,228.0,229.53,225.54,227.06,25087222,Technology
2021-02-02,MSFT,238.0,241.38,233.49,236.85,39530327,Technology
2021-02-03,MSFT,238.66,243.67,234.04,239.04,23217088,Technology
2021-02-04,MSFT,240.35,242.23,238.47,240.35,37657823,Technology
2021-02-05,MSFT,233.23,234.92,231.17,232.86,27795129,Technology
2021-02-08,MSFT,233.07,235.43,230.34,232.69,30806987,Technology
2021-02-09,MSFT,232.82,237.63,228.82,233.62,37588913,Technology
2021-02-10,MSFT,235.23,237.36,233.83,235.95,34779144,Technology
2021-02-11,MSFT,238.16,243.01,233.92,238.75,27871023,Technology
2021-02-12,MSFT,236.18,239.95,233.1,236.86,38034281,Technology
2021-02-15,MSFT,234.54,239.28,230.65,235.37,30740424,Technology
2021-02-16,MSFT,238.47,242.83,234.51,238.86,34295243,Technology
2021-02-17,MSFT,237.57,238.94,235.94,237.31,24205712,Technology
2021-02-18,MSFT,239.57,244.11,235.39,239.92,26912631,Technology
2021-02-19,MSFT,241.02,246.37,236.77,242.11,29328784,Technology
2021-02-22,MSFT,245.43,248.55,242.84,245.96,40146840,Technology
2021-02-23,MSFT,245.68,250.77,241.68,246.76,36008436,Technology
2021-02-24,MSFT,252.43,255.69,248.17,251.42,27571857,Technology
2021-02-25,MSFT,257.26,260.76,253.76,257.26,31280779,Technology
2021-02-26,MSFT,262.71,266.61,259.6,263.49,36869908,Technology
2021-03-01,MSFT,267.05,270.19,262.7,265.83,26476976,Technology
2021-03-02,MSFT,266.42,270.48,261.21,265.25,34932624,Technology
2021-03-03,MSFT,263.91,268.68,258.3,263.05,28562472,Technology
2021-03-04,MSFT,266.77,271.44,263.03,267.69,32246043,Technology
2021-03-05,MSFT,261.26,263.47,258.42,260.62,32089226,Technology
2021-03-08,MSFT,255.87,259.32,253.01,256.46,41972668,Technology
2021-03-09,MSFT,259.79,262.57,258.21,260.98,25562405,Technology
2021-03-10,MSFT,262.7,267.84,256.33,261.45,34753482,Technology
2021-03-11,MSFT,258.86,264.33,254.15,259.6,41412883,Technology
2021-03-12,MSFT,255.58,258.43,253.75,256.6,23356442,Technology
2021-03-15,MSFT,251.43,254.85,247.32,250.73,28700010,Technology
2021-03-16,MSFT,249.39,254.46,244.48,249.55,24159419,Technology
2021-03-17,MSFT,250.81,253.82,247.36,250.36,38476741,Technology
2021-03-18,MSFT,254.67,257.7,251.41,254.43,26614238,Technology
2021-03-19,MSFT,256.41,260.18,251.42,255.17,22030125,Technology
2021-03-22,MSFT,257.34,262.05,252.47,257.18,26294071,Technology
2021-03-23,MSFT,252.55,257.47,247.67,252.59,27965495,Technology
2021-03-24,MSFT,256.95,259.6,254.97,257.61,38489829,Technology
2021-03-25,MSFT,250.86,254.43,246.28,249.83,25871337,Technology
2021-03-26,MSFT,246.65,249.56,244.97,247.87,31665102,Technology
2021-03-29,MSFT,246.77,251.7,241.37,246.29,27476286,Technology
2021-03-30,MSFT,242.89,247.3,237.81,242.21,21323718,Technology
2021-03-31,MSFT,240.68,245.32,236.53,241.16,24143142,Technology
2021-04-01,MSFT,241.34,243.45,239.31,241.42,29922226,Technology
2021-04-02,MSFT,240.89,243.94,238.64,241.68,37006846,Technology
2021-04-05,MSFT,242.38,247.19,236.91,241.71,27214676,Technology
2021-04-06,MSFT,240.94,243.72,238.85,241.62,23870596,Technology
2021-04-07,MSFT,237.2,240.35,233.81,236.95,35815555,Technology
2021-04-08,MSFT,238.83,242.97,235.2,239.33,27936531,Technology
2021-04-09,MSFT,236.57,240.54,232.97,236.93,25465086,Technology
2021-04-12,MSFT,238.05,241.12,235.52,238.59,22854567,Technology
2021-04-13,MSFT,240.73,244.93,235.69,239.88,25614756,Technology
2021-04-14,MSFT,239.07,240.5,237.08,238.5,25442101,Technology
2021-04-15,MSFT,233.09,236.66,230.55,234.11,25751661,Technology
2021-04-16,MSFT,237.75,241.77,233.03,237.03,25348781,Technology
2021-04-19,MSFT,238.55,241.83,236.16,239.43,22557625,Technology
2021-04-20,MSFT,240.47,245.25,235.33,240.1,32384026,Technology
2021-04-21,MSFT,239.24,243.18,234.5,238.43,37941010,Technology
2021-04-22,MSFT,229.97,231.9,228.76,230.69,34753011,Technology
2021-04-23,MSFT,231.05,233.51,227.49,229.94,34973500,Technology
2021-04-26,MSFT,226.92,232.0,222.53,227.6,39143097,Technology
2021-04-27,MSFT,228.81,231.06,225.46,227.7,24311462,Technology
2021-04-28,MSFT,232.19,235.15,228.56,231.51,30085492,Technology
2021-04-29,MSFT,232.0,234.79,228.1,230.88,29931471,Technology
2021-04-30,MSFT,231.25,235.55,228.0,232.28,38686411,Technology
2021-05-03,MSFT,231.81,235.45,228.4,232.03,21339560,Technology
2021-05-04,MSFT,229.6,233.92,226.41,230.72,21025275,Technology
2021-05-05,MSFT,231.5,235.53,228.2,232.22,25029638,Technology
2021-05-06,MSFT,229.38,233.82,225.99,230.41,27581516,Technology
2021-05-07,MSFT,226.01,227.65,224.19,225.83,34897068,Technology
2021-05-10,MSFT,226.56,230.71,222.98,227.12,22874244,Technology
2021-05-11,MSFT,228.49,230.07,227.08,228.66,40862732,Technology
2021-05-12,MSFT,226.85,229.28,224.97,227.4,23118664,Technology
2021-05-13,MSFT,226.28,229.47,222.69,225.87,34501555,Technology
2021-05-14,MSFT,230.48,234.64,226.35,230.51,23823597,Technology
2021-05-17,MSFT,236.54,238.75,233.95,236.16,33875561,Technology
2021-05-18,MSFT,234.78,237.82,231.31,234.35,34385207,Technology
2021-05-19,MSFT,237.19,241.51,232.67,236.99,37350628,Technology
2021-05-20,MSFT,237.18,239.25,234.69,236.76,39946076,Technology
2021-05-21,MSFT,236.24,238.79,233.04,235.58,36220575,Technology
2021-05-24,MSFT,236.88,238.28,235.3,236.69,23733976,Technology
2021-05-25,MSFT,242.67,247.4,237.2,241.92,23304199,Technology
2021-05-26,MSFT,237.56,239.18,235.72,237.34,28242672,Technology
2021-05-27,MSFT,233.36,234.65,231.97,233.26,29144747,Technology
2021-05-28,MSFT,238.92,240.48,236.65,238.2,40216612,Technology
2021-05-31,MSFT,237.65,241.54,233.02,236.89,25546301,Technology
2021-06-01,MSFT,238.55,241.39,236.41,239.25,37066332,Technology
2021-06-02,MSFT,242.11,246.76,236.95,241.59,39510802,Technology
2021-06-03,MSFT,243.02,246.84,239.48,243.29,29940993,Technology
2021-06-04,MSFT,246.55,249.23,245.04,247.71,35604987,Technology
2021-06-07,MSFT,250.56,253.46,247.53,250.43,32710886,Technology
2021-06-08,MSFT,245.92,248.23,243.67,245.98,30885964,Technology
2021-06-09,MSFT,245.79,248.45,242.35,245.0,30474444,Technology
2021-06-10,MSFT,246.46,249.92,242.04,245.49,39190906,Technology
2021-06-11,MSFT,241.43,246.43,237.0,241.99,21734632,Technology
2021-06-14,MSFT,246.61,249.36,244.41,247.16,40096566,Technology
2021-06-15,MSFT,250.19,254.94,246.5,251.24,23842950,Technology
2021-06-16,MSFT,251.89,253.74,249.71,251.56,36443694,Technology
2021-06-17,MSFT,252.36,256.88,246.75,251.25,25235795,Technology
2021-06-18,MSFT,251.55,254.63,249.12,252.2,28533992,Technology
2021-06-21,MSFT,249.91,254.59,245.05,249.72,36502029,Technology
2021-06-22,MSFT,251.53,255.84,248.42,252.72,22348105,Technology
2021-06-23,MSFT,252.02,255.31,248.18,251.47,25521941,Technology
2021-06-24,MSFT,247.69,251.61,243.01,246.92,29649847,Technology
2021-06-25,MSFT,249.49,253.77,245.45,249.73,35245363,Technology
2021-06-28,MSFT,253.74,257.92,248.34,252.5,28253329,Technology
2021-06-29,MSFT,254.73,258.43,251.89,255.58,25285534,Technology
2021-06-30,MSFT,256.75,260.7,251.74,255.68,29286703,Technology
2021-07-01,MSFT,256.73,259.26,254.75,257.28,30556085,Technology
2021-07-02,MSFT,255.36,258.44,252.97,256.04,36455674,Technology
2021-07-05,MSFT,254.55,255.85,253.15,254.45,37669102,Technology
2021-07-06,MSFT,250.75,253.01,248.24,250.49,35046902,Technology
2021-07-07,MSFT,250.73,254.59,247.01,250.87,28278137,Technology
2021-07-08,MSFT,252.49,256.92,247.42,251.84,27746358,Technology
2021-07-09,MSFT,246.02,248.7,244.41,247.08,22979795,Technology
2021-07-12,MSFT,243.41,247.87,240.06,244.51,28075464,Technology
2021-07-13,MSFT,238.72,243.11,234.83,239.21,37029469,Technology
2021-07-14,MSFT,243.28,247.85,239.34,243.9,36305265,Technology
2021-07-15,MSFT,251.71,256.06,247.63,251.97,25418830,Technology
2021-07-16,MSFT,244.23,247.36,240.09,243.21,34431951,Technology
2021-07-19,MSFT,245.19,247.05,242.88,244.74,29971263,Technology
2021-07-20,MSFT,246.35,249.77,242.36,245.77,31813894,Technology
2021-07-21,MSFT,254.8,259.19,249.86,254.24,33916540,Technology
2021-07-22,MSFT,254.59,256.44,251.9,253.74,40654017,Technology
2021-07-23,MSFT,249.89,251.68,248.13,249.92,26436663,Technology
2021-07-26,MSFT,252.94,257.07,248.26,252.38,23958587,Technology
2021-07-27,MSFT,256.59,262.08,251.93,257.41,37742439,Technology
2021-07-28,MSFT,260.42,263.96,257.33,260.87,24323024,Technology
2021-07-29,MSFT,258.96,260.91,256.6,258.54,32559038,Technology
2021-07-30,MSFT,259.89,262.68,258.11,260.9,22518522,Technology
2021-08-02,MSFT,257.2,261.36,252.51,256.66,22227050,Technology
2021-08-03,MSFT,255.36,259.86,251.94,256.42,39978661,Technology
2021-08-04,MSFT,258.31,263.12,253.0,257.8,40449967,Technology
2021-08-05,MSFT,257.45,261.87,252.2,256.61,32963864,Technology
2021-08-06,MSFT,254.29,257.46,251.85,255.01,27871200,Technology
2021-08-09,MSFT,251.55,256.02,247.92,252.38,26431444,Technology
2021-08-10,MSFT,257.31,261.1,254.22,258.0,33361517,Technology
2021-08-11,MSFT,257.2,262.05,251.72,256.56,34994958,Technology
2021-08-12,MSFT,257.75,261.32,254.21,257.78,24917841,Technology
2021-08-13,MSFT,259.74,265.19,254.96,260.39,22917486,Technology
2021-08-16,MSFT,264.14,269.31,259.85,265.0,28809815,Technology
2021-08-17,MSFT,265.3,267.71,263.86,266.27,24637276,Technology
2021-08-18,MSFT,265.47,267.01,263.51,265.05,38577163,Technology
2021-08-19,MSFT,262.47,265.25,258.72,261.49,25480278,Technology
2021-08-20,MSFT,266.37,269.94,263.74,267.3,34031743,Technology
2021-08-23,MSFT,267.05,270.07,263.74,266.75,36995173,Technology
2021-08-24,MSFT,270.19,273.75,266.29,269.85,40640256,Technology
2021-08-25,MSFT,270.34,273.29,267.78,270.72,36071770,Technology
2021-08-26,MSFT,268.99,273.68,265.18,269.86,28899093,Technology
2021-08-27,MSFT,270.34,273.81,267.09,270.56,24743770,Technology
2021-08-30,MSFT,272.46,277.6,266.62,271.75,31108472,Technology
2021-08-31,MSFT,270.76,274.88,265.59,269.69,23859656,Technology
2021-09-01,MSFT,268.99,271.35,266.53,268.88,37779217,Technology
2021-09-02,MSFT,263.8,265.26,261.07,262.53,30553038,Technology
2021-09-03,MSFT,261.53,264.79,258.81,262.07,24661490,Technology
2021-09-06,MSFT,269.76,274.31,264.01,268.54,29686539,Technology
2021-09-07,MSFT,265.5,270.62,259.54,264.64,31102073,Technology
2021-09-08,MSFT,262.13,266.26,258.17,262.3,32733191,Technology
2021-09-09,MSFT,254.8,256.3,252.81,254.3,22109317,Technology
2021-09-10,MSFT,254.36,258.75,249.16,253.54,25978623,Technology
2021-09-13,MSFT,259.66,262.27,257.1,259.71,33529921,Technology
2021-09-14,MSFT,254.2,256.57,251.61,253.97,27253528,Technology
2021-09-15,MSFT,255.67,258.45,254.18,256.95,23124172,Technology
2021-09-16,MSFT,256.57,260.9,251.08,255.39,29966290,Technology
2021-09-17,MSFT,254.39,258.53,251.16,255.29,32571658,Technology
2021-09-20,MSFT,259.42,261.28,257.27,259.13,40598432,Technology
2021-09-21,MSFT,254.52,256.54,251.84,253.85,21493550,Technology
2021-09-22,MSFT,250.61,254.27,247.95,251.59,28401984,Technology
2021-09-23,MSFT,252.81,255.05,250.89,253.13,29767978,Technology
2021-09-24,MSFT,261.52,264.01,258.63,261.11,40295893,Technology
2021-09-27,MSFT,260.27,263.94,257.4,261.07,26685177,Technology
2021-09-28,MSFT,255.62,260.17,250.89,255.44,30555231,Technology
2021-09-29,MSFT,260.28,262.3,258.39,260.41,26848332,Technology
2021-09-30,MSFT,266.9,272.01,260.79,265.88,22761953,Technology
2021-10-01,MSFT,268.55,272.72,265.13,269.29,29626318,Technology
2021-10-04,MSFT,267.31,272.16,262.39,267.24,28018521,Technology
2021-10-05,MSFT,266.44,268.6,263.48,265.64,34114878,Technology
2021-10-06,MSFT,265.75,269.7,262.56,266.5,28019173,Technology
2021-10-07,MSFT,265.49,270.64,260.29,265.44,29414684,Technology
2021-10-08,MSFT,265.48,268.88,261.35,264.74,28142287,Technology
2021-10-11,MSFT,260.31,262.31,258.09,260.09,34969286,Technology
2021-10-12,MSFT,258.6,262.66,253.58,257.62,28794656,Technology
2021-10-13,MSFT,263.84,265.46,261.03,262.64,30135250,Technology
2021-10-14,MSFT,263.07,266.84,258.86,262.63,32476787,Technology
2021-10-15,MSFT,256.3,258.37,253.58,255.65,37878791,Technology
2021-10-18,MSFT,262.32,265.84,258.83,262.35,23392701,Technology
2021-10-19,MSFT,262.23,264.29,260.59,262.65,27527769,Technology
2021-10-20,MSFT,259.47,264.48,253.75,258.74,34858410,Technology
2021-10-21,MSFT,262.27,266.51,258.92,263.15,41547590,Technology
2021-10-22,MSFT,265.78,269.67,262.96,266.83,31369776,Technology
2021-10-25,MSFT,266.11,270.93,260.28,265.08,21230284,Technology
2021-10-26,MSFT,269.36,274.92,264.43,269.98,21818419,Technology
2021-10-27,MSFT,265.67,270.38,260.02,264.71,33520852,Technology
2021-10-28,MSFT,264.92,268.53,260.49,264.09,37512500,Technology
2021-10-29,MSFT,266.55,271.44,261.52,266.41,41320588,Technology
2021-11-01,MSFT,265.52,271.86,260.22,266.54,38840418,Technology
2021-11-02,MSFT,263.93,267.53,260.63,264.23,33874518,Technology
2021-11-03,MSFT,267.51,269.07,265.93,267.49,39288701,Technology
2021-11-04,MSFT,259.87,262.19,257.74,260.06,40729098,Technology
2021-11-05,MSFT,260.28,263.63,257.31,260.65,30251269,Technology
2021-11-08,MSFT,269.41,272.86,265.61,269.05,37814548,Technology
2021-11-09,MSFT,267.72,270.87,263.73,266.87,32208133,Technology
2021-11-10,MSFT,268.7,271.41,265.58,268.28,36072167,Technology
2021-11-11,MSFT,262.51,267.21,259.0,263.68,24567540,Technology
2021-11-12,MSFT,257.53,260.48,255.14,258.09,35141836,Technology
2021-11-15,MSFT,264.56,265.96,262.5,263.89,26572191,Technology
2021-11-16,MSFT,261.79,264.32,259.19,261.72,25534437,Technology
2021-11-17,MSFT,261.44,267.33,256.66,262.53,30332029,Technology
2021-11-18,MSFT,256.69,261.24,251.84,256.39,27138919,Technology
2021-11-19,MSFT,260.91,263.86,257.42,260.37,41438475,Technology
2021-11-22,MSFT,254.77,259.86,250.08,255.17,41962155,Technology
2021-11-23,MSFT,248.96,251.4,247.7,250.14,38300650,Technology
2021-11-24,MSFT,252.11,255.24,250.1,253.22,25980109,Technology
2021-11-25,MSFT,256.59,259.51,253.08,256.0,34111046,Technology
2021-11-26,MSFT,258.8,261.02,256.57,258.79,40450496,Technology
2021-11-29,MSFT,259.73,264.67,255.26,260.19,41627555,Technology
2021-11-30,MSFT,257.53,262.7,253.5,258.66,21738374,Technology
2021-12-01,MSFT,258.9,260.85,256.37,258.31,24858517,Technology
2021-12-02,MSFT,258.72,263.07,255.44,259.78,40338609,Technology
2021-12-03,MSFT,260.64,263.29,256.94,259.58,40842388,Technology
2021-12-06,MSFT,261.87,263.29,260.54,261.96,21517777,Technology
2021-12-07,MSFT,264.55,269.48,259.57,264.5,22573824,Technology
2021-12-08,MSFT,263.94,266.01,262.18,264.25,40744918,Technology
2021-12-09,MSFT,267.45,271.57,262.37,266.47,28695589,Technology
2021-12-10,MSFT,268.71,270.23,265.93,267.44,21360632,Technology
2021-12-13,MSFT,268.85,274.37,263.68,269.2,21211898,Technology
2021-12-14,MSFT,267.0,271.1,261.64,265.72,41278140,Technology
2021-12-15,MSFT,263.85,266.65,261.89,264.69,32876317,Technology
2021-12-16,MSFT,261.88,265.69,257.45,261.25,24802057,Technology
2021-12-17,MSFT,259.97,265.01,254.58,259.61,38787985,Technology
2021-12-20,MSFT,266.66,270.39,263.17,266.89,41520841,Technology
2021-12-21,MSFT,268.17,271.85,263.52,267.19,41019140,Technology
2021-12-22,MSFT,271.17,275.27,266.94,271.04,21073727,Technology
2021-12-23,MSFT,272.87,275.22,271.34,273.69,24906177,Technology
2021-12-24,MSFT,271.07,274.0,268.68,271.6,28561375,Technology
2021-12-27,MSFT,274.7,278.93,271.59,275.81,21889600,Technology
2021-12-28,MSFT,279.85,284.08,275.52,279.75,30327028,Technology
2021-12-29,MSFT,282.45,286.55,277.44,281.53,29981551,Technology
2021-12-30,MSFT,282.81,286.94,277.41,281.53,38632114,Technology
2021-12-31,MSFT,281.45,284.66,277.84,281.04,24718489,Technology
2022-01-03,MSFT,281.65,285.43,276.54,280.3,31884617,Technology
2022-01-04,MSFT,284.31,289.95,278.93,284.57,41975741,Technology
2022-01-05,MSFT,283.21,288.4,279.33,284.51,33321850,Technology
2022-01-06,MSFT,285.29,289.24,282.69,286.63,38237919,Technology
2022-01-07,MSFT,293.29,295.97,289.75,292.42,27052569,Technology
2022-01-10,MSFT,288.54,290.82,284.91,287.18,28594551,Technology
2022-01-11,MSFT,294.2,298.32,289.76,293.88,32769943,Technology
2022-01-12,MSFT,300.99,306.62,294.85,300.47,29478393,Technology
2022-01-13,MSFT,303.95,310.39,298.5,304.92,32428971,Technology
2022-01-14,MSFT,302.13,307.95,295.94,301.75,38156337,Technology
2022-01-17,MSFT,306.35,310.89,300.79,305.31,40834245,Technology
2022-01-18,MSFT,307.77,311.6,304.97,308.79,31163805,Technology
2022-01-19,MSFT,302.25,307.79,297.56,303.08,21086130,Technology
2022-01-20,MSFT,305.48,308.58,300.97,304.05,35594316,Technology
2022-01-21,MSFT,300.91,305.17,297.59,301.84,28477883,Technology
2022-01-24,MSFT,290.72,294.07,288.53,291.87,40041589,Technology
2022-01-25,MSFT,286.32,293.02,280.6,287.28,22144973,Technology
2022-01-26,MSFT,280.48,283.38,277.69,280.59,25301246,Technology
2022-01-27,MSFT,276.51,279.98,273.88,277.34,37259471,Technology
2022-01-28,MSFT,278.44,282.81,273.7,278.06,29131574,Technology
2022-01-31,MSFT,281.95,287.2,275.4,280.63,24646425,Technology
2022-02-01,MSFT,286.59,288.98,284.13,286.52,22916261,Technology
2022-02-02,MSFT,289.25,292.59,285.67,289.01,31963544,Technology
2022-02-03,MSFT,284.54,287.38,281.59,284.42,41134820,Technology
2022-02-04,MSFT,287.84,290.17,285.07,287.4,21911330,Technology
2022-02-07,MSFT,290.11,291.85,288.22,289.96,23203722,Technology
2022-02-08,MSFT,294.02,296.56,292.45,294.99,32861832,Technology
2022-02-09,MSFT,296.81,302.33,292.19,297.7,35033448,Technology
2022-02-10,MSFT,292.26,294.52,289.67,291.93,29651153,Technology
2022-02-11,MSFT,298.59,303.01,292.72,297.12,40694156,Technology
2022-02-14,MSFT,289.08,290.54,286.51,287.97,22396306,Technology
2022-02-15,MSFT,293.03,299.34,287.38,293.67,29022731,Technology
2022-02-16,MSFT,293.97,296.99,292.1,295.11,36261551,Technology
2022-02-17,MSFT,293.55,299.18,287.61,293.23,36032850,Technology
2022-02-18,MSFT,293.83,299.37,289.0,294.53,21949822,Technology
2022-02-21,MSFT,291.81,293.72,290.34,292.25,26070748,Technology
2022-02-22,MSFT,288.92,291.57,287.21,289.85,23614476,Technology
2022-02-23,MSFT,289.66,296.15,284.24,290.71,32290617,Technology
2022-02-24,MSFT,297.48,301.61,293.22,297.35,23080185,Technology
2022-02-25,MSFT,293.13,297.33,290.26,294.45,29309068,Technology
2022-02-28,MSFT,301.98,304.34,299.43,301.79,35548976,Technology
2022-03-01,MSFT,297.26,301.32,293.4,297.46,29134001,Technology
2022-03-02,MSFT,300.18,306.33,294.89,301.02,36418585,Technology
2022-03-03,MSFT,301.56,306.74,296.63,301.8,27243312,Technology
2022-03-04,MSFT,301.23,306.11,297.6,302.46,21964530,Technology
2022-03-07,MSFT,296.62,299.54,294.64,297.55,31587713,Technology
2022-03-08,MSFT,294.65,300.67,289.42,295.43,40638402,Technology
2022-03-09,MSFT,296.54,302.27,289.49,295.19,38588817,Technology
2022-03-10,MSFT,293.84,298.19,290.77,295.1,32945193,Technology
2022-03-11,MSFT,296.62,300.59,291.63,295.59,41915812,Technology
2022-03-14,MSFT,290.55,294.67,286.88,291.0,24903935,Technology
2022-03-15,MSFT,293.69,295.18,292.17,293.66,32665892,Technology
2022-03-16,MSFT,288.49,293.5,283.47,288.48,40245835,Technology
2022-03-17,MSFT,290.47,294.66,285.31,289.48,24114336,Technology
2022-03-18,MSFT,291.4,296.6,285.7,290.89,24574893,Technology
2022-03-21,MSFT,292.2,294.49,288.68,290.96,21676522,Technology
2022-03-22,MSFT,290.83,294.85,287.36,291.37,34966626,Technology
2022-03-23,MSFT,295.21,300.82,290.02,295.62,29964943,Technology
2022-03-24,MSFT,296.11,301.95,289.44,295.27,39841286,Technology
2022-03-25,MSFT,292.45,296.63,289.06,293.23,29649132,Technology
2022-03-28,MSFT,298.55,304.44,293.85,299.72,26679851,Technology
2022-03-29,MSFT,308.49,310.46,306.73,308.7,38376360,Technology
2022-03-30,MSFT,309.13,310.79,306.93,308.59,40582413,Technology
2022-03-31,MSFT,308.97,311.61,305.73,308.37,41477139,Technology
2022-04-01,MSFT,309.09,315.93,303.08,309.91,23106952,Technology
2022-04-04,MSFT,318.28,320.58,315.35,317.64,36240936,Technology
2022-04-05,MSFT,321.73,327.13,316.87,322.26,24565315,Technology
2022-04-06,MSFT,320.56,325.01,316.16,320.61,36305517,Technology
2022-04-07,MSFT,322.03,326.3,318.29,322.55,27163050,Technology
2022-04-08,MSFT,327.67,331.12,324.99,328.44,22991439,Technology
2022-04-11,MSFT,327.93,332.82,324.58,329.46,24914690,Technology
2022-04-12,MSFT,331.5,337.46,326.13,332.08,35032977,Technology
2022-04-13,MSFT,331.49,336.71,326.0,331.22,41132652,Technology
2022-04-14,MSFT,336.36,338.15,333.77,335.56,41134519,Technology
2022-04-15,MSFT,330.72,337.77,324.79,331.82,27863226,Technology
2022-04-18,MSFT,337.42,339.98,334.52,337.08,35955947,Technology
2022-04-19,MSFT,339.62,342.93,336.18,339.49,35509331,Technology
2022-04-20,MSFT,339.43,343.27,334.4,338.23,37202548,Technology
2022-04-21,MSFT,343.87,345.92,341.4,343.45,25941836,Technology
2022-04-22,MSFT,355.67,360.42,349.32,354.05,39460302,Technology
2022-04-25,MSFT,349.89,354.5,346.02,350.62,25922520,Technology
2022-04-26,MSFT,347.04,352.9,342.53,348.38,32534775,Technology
2022-04-27,MSFT,349.1,351.48,347.35,349.72,25618620,Technology
