Date,AAPL,MSFT,GOOGL,AMZN,NVDA,JNJ,JPM,XOM,PG,TSLA
2022-02-21,146.51,292.25,93.92,145.35,210.11,164.11,132.03,77.91,131.46,292.06
2022-02-22,146.45,289.85,94.49,145.64,206.39,162.06,132.7,78.47,130.29,278.6
2022-02-23,147.45,290.71,95.22,151.13,208.91,162.35,131.67,78.84,130.87,277.83
2022-02-24,151.43,297.35,97.49,151.68,218.69,161.72,132.72,80.06,131.3,288.41
2022-02-25,146.6,294.45,95.63,149.71,207.12,163.38,131.7,79.32,128.88,264.61
2022-02-28,149.28,301.79,97.51,149.41,214.1,163.59,130.32,79.16,129.14,274.95
2022-03-01,149.4,297.46,97.2,149.2,214.83,164.7,133.28,78.59,131.99,278.7
2022-03-02,153.21,301.02,98.84,152.15,222.04,166.81,134.46,80.82,133.94,291.97
2022-03-03,154.83,301.8,101.44,147.33,225.18,163.39,133.85,79.7,135.17,290.85
2022-03-04,158.02,302.46,103.81,148.57,228.83,162.71,137.3,81.73,136.34,296.76
2022-03-07,156.41,297.55,100.61,150.22,222.49,162.25,138.35,81.49,135.59,287.58
2022-03-08,153.85,295.43,99.06,147.32,216.1,161.69,137.32,80.25,134.4,277.26
2022-03-09,153.52,295.19,98.35,149.35,216.37,161.5,137.71,80.64,132.69,279.11
2022-03-10,151.26,295.1,97.33,149.69,212.61,162.0,139.86,80.93,131.68,277.05
2022-03-11,152.81,295.59,96.37,148.6,216.16,160.84,138.39,79.79,130.03,276.91
2022-03-14,154.47,291.0,96.46,147.13,215.09,160.51,137.77,78.81,129.6,273.47
2022-03-15,158.58,293.66,99.52,147.98,222.47,158.95,139.86,78.85,129.86,287.09
2022-03-16,157.55,288.48,98.98,145.09,218.11,158.96,138.74,79.25,130.26,283.8
2022-03-17,161.02,289.48,100.02,146.57,223.97,160.3,141.75,80.21,131.1,287.41
2022-03-18,157.95,290.89,97.68,142.22,225.68,160.61,141.91,80.52,132.47,287.97
2022-03-21,159.64,290.96,98.73,142.48,225.61,161.49,144.62,83.1,134.68,301.01
2022-03-22,155.63,291.37,98.12,138.54,224.32,160.08,144.95,80.99,132.74,295.66
2022-03-23,158.27,295.62,99.43,135.05,228.75,160.35,144.47,80.53,132.63,301.88
2022-03-24,158.55,295.27,100.64,130.8,225.76,158.24,144.36,79.79,133.69,309.3
2022-03-25,156.8,293.23,99.86,128.28,223.99,157.4,141.36,78.43,132.11,310.12
2022-03-28,161.47,299.72,102.57,130.89,238.38,159.66,143.52,79.81,134.24,324.12
2022-03-29,164.56,308.7,106.01,129.77,241.96,161.07,144.13,80.65,135.6,326.1
2022-03-30,163.72,308.59,104.57,127.4,240.63,160.42,143.91,83.81,135.66,328.18
2022-03-31,167.37,308.37,104.62,127.71,242.46,159.27,143.01,84.04,137.51,333.03
2022-04-01,166.05,309.91,103.69,123.4,245.96,160.29,140.81,82.48,136.3,337.32
2022-04-04,170.56,317.64,107.29,127.27,258.11,162.87,145.51,86.3,137.0,351.56
2022-04-05,173.38,322.26,108.69,127.9,275.27,162.54,144.3,86.48,139.4,382.54
2022-04-06,175.22,320.61,110.83,129.35,272.27,160.85,146.75,87.3,139.77,392.16
2022-04-07,173.21,322.55,109.94,132.75,275.91,160.99,142.86,88.7,139.3,387.49
2022-04-08,175.33,328.44,112.68,131.35,289.31,160.46,139.46,86.46,139.59,386.78
2022-04-11,175.2,329.46,112.61,130.13,284.57,160.39,135.31,84.76,137.82,374.72
2022-04-12,174.74,332.08,114.29,127.83,294.58,159.31,136.0,85.16,140.64,378.63
2022-04-13,170.16,331.22,111.71,124.64,283.64,158.76,132.85,85.12,139.37,357.73
2022-04-14,172.85,335.56,111.63,127.22,292.19,161.38,133.94,85.14,140.22,371.52
2022-04-15,170.95,331.82,110.18,124.01,282.39,160.69,134.94,85.01,139.56,359.27
2022-04-18,173.91,337.08,111.36,126.91,293.79,160.66,135.4,85.36,143.47,367.77
2022-04-19,174.51,339.49,113.17,127.28,294.37,161.92,136.58,84.38,141.82,378.23
2022-04-20,174.96,338.23,112.92,129.19,292.87,160.29,136.67,86.36,143.31,373.88
2022-04-21,178.46,343.45,116.1,132.27,295.79,163.2,139.64,88.56,142.25,391.3
2022-04-22,181.57,354.05,120.15,134.97,303.41,164.75,141.22,90.39,140.83,401.18
2022-04-25,180.26,350.62,118.62,134.01,299.71,161.19,134.62,88.39,139.91,386.7
2022-04-26,178.39,348.38,117.71,131.6,299.41,160.91,135.02,87.99,142.24,387.6
2022-04-27,177.19,349.72,115.9,130.77,300.79,161.38,133.56,86.47,141.26,382.93
2022-04-28,174.34,352.13,112.75,127.88,300.06,162.33,130.35,87.28,139.25,378.05
2022-04-29,176.09,358.14,112.92,133.82,305.75,162.51,131.82,88.85,139.25,383.06
2022-05-02,172.17,347.23,109.45,134.44,289.01,163.82,133.19,89.15,139.5,370.57
2022-05-03,172.69,346.79,109.33,132.32,279.16,164.64,133.38,88.89,139.42,358.61
2022-05-04,170.2,342.67,109.07,129.06,261.74,162.96,134.69,86.09,136.49,338.83
2022-05-05,177.05,347.13,110.85,132.72,277.6,162.7,132.29,87.01,138.85,368.77
2022-05-06,178.92,352.46,112.0,138.82,284.44,163.58,137.09,87.51,137.51,374.28
2022-05-09,179.02,351.92,112.85,137.11,283.77,162.65,135.41,86.73,138.13,385.56
2022-05-10,180.7,345.66,112.49,138.35,283.53,162.12,137.49,87.37,140.84,387.53
2022-05-11,181.2,349.19,112.63,136.51,284.18,161.26,137.9,85.01,138.66,395.42
2022-05-12,179.33,347.61,110.4,135.43,277.78,159.25,138.43,86.64,138.13,396.87
2022-05-13,184.68,357.07,113.99,138.32,295.08,159.85,139.92,88.49,138.65,418.91
2022-05-16,184.79,361.33,113.56,139.61,303.25,161.7,138.9,86.62,139.69,417.95
2022-05-17,187.73,362.72,115.45,143.72,308.14,162.74,141.34,86.7,141.07,435.73
2022-05-18,187.91,357.94,114.18,139.68,308.08,162.41,139.11,83.4,140.26,428.22
2022-05-19,188.33,358.84,115.69,138.64,302.25,160.7,139.14,82.39,139.12,415.11
2022-05-20,191.29,360.56,116.57,141.58,304.97,161.65,140.67,83.45,138.5,433.69
2022-05-23,197.94,368.86,118.98,144.29,324.79,161.71,141.34,84.82,141.32,465.23
2022-05-24,200.52,370.58,120.46,143.88,332.89,162.98,143.48,84.62,141.8,496.21
2022-05-25,199.58,373.34,120.86,142.62,327.95,163.41,143.96,87.18,140.24,521.53
2022-05-26,200.85,376.38,121.12,143.67,334.93,165.08,142.78,89.27,141.22,542.63
2022-05-27,200.3,372.45,120.43,144.03,323.76,165.71,144.78,88.58,139.82,528.44
2022-05-30,200.49,371.84,120.33,144.65,317.06,164.11,138.85,88.99,139.16,524.67
2022-05-31,197.19,368.02,118.87,141.94,302.52,165.71,141.41,88.43,139.0,503.38
2022-06-01,194.36,371.2,116.77,139.31,302.73,168.23,142.79,86.39,138.78,494.7
2022-06-02,193.81,372.86,115.47,137.65,305.47,169.2,142.5,85.88,138.79,502.99
2022-06-03,194.03,369.49,113.91,134.23,307.85,169.24,141.01,84.19,138.52,517.68
2022-06-06,199.82,374.57,117.56,137.09,317.92,171.64,143.76,85.67,139.88,528.51
2022-06-07,200.81,373.85,116.42,136.03,315.28,172.69,141.14,84.05,140.21,508.77
2022-06-08,198.94,365.72,115.54,135.08,305.26,172.83,139.53,82.74,138.69,487.95
2022-06-09,196.31,360.93,113.65,134.59,294.31,172.87,139.66,81.99,137.3,472.9
2022-06-10,195.83,361.23,114.98,134.92,291.53,171.72,138.53,80.07,137.71,438.92
2022-06-13,197.4,360.18,114.85,133.57,297.67,171.2,139.52,81.49,138.63,446.26
2022-06-14,196.86,357.06,113.75,133.11,293.47,171.35,140.06,81.23,139.15,437.41
2022-06-15,200.93,360.0,116.59,131.93,297.63,170.45,141.37,82.35,137.93,445.79
2022-06-16,196.83,359.87,115.51,127.89,290.91,171.62,140.53,81.2,136.07,427.36
2022-06-17,200.5,370.33,117.23,131.83,303.13,174.18,145.21,83.21,136.66,451.46
2022-06-20,197.28,370.65,116.34,129.19,297.2,172.19,142.87,82.2,134.37,436.63
2022-06-21,198.81,371.88,117.63,128.28,303.78,172.1,146.45,85.72,134.46,458.93
2022-06-22,198.19,373.39,118.9,126.92,305.94,171.8,148.27,87.85,134.06,456.33
2022-06-23,200.55,373.38,119.53,129.56,310.21,171.97,147.68,84.39,135.32,444.66
2022-06-24,205.31,380.74,121.6,133.52,328.49,172.95,151.71,85.41,136.89,471.23
2022-06-27,207.89,386.3,122.88,136.77,337.0,173.28,151.53,88.96,136.62,500.82
2022-06-28,204.47,384.07,121.72,139.06,329.26,172.61,151.06,91.72,135.18,471.16
2022-06-29,204.78,388.13,121.37,140.7,329.14,173.28,152.77,91.11,135.37,474.08
2022-06-30,206.38,387.51,123.31,143.43,321.89,174.55,153.45,91.98,136.37,464.12
2022-07-01,201.43,387.14,122.75,141.23,320.52,174.12,153.47,91.47,135.25,458.7
2022-07-04,197.9,381.87,121.11,144.13,307.9,175.14,155.09,89.59,135.26,439.94
2022-07-05,199.79,384.05,122.37,145.46,304.35,175.64,155.2,89.08,137.87,440.24
2022-07-06,196.46,381.25,122.27,140.85,297.89,174.85,152.01,88.11,138.09,440.73
2022-07-07,195.84,389.93,121.21,140.44,298.95,176.21,150.6,89.33,137.56,432.12
2022-07-08,193.72,394.61,121.54,135.51,302.24,175.77,150.18,89.81,138.24,428.04
2022-07-11,193.75,392.68,121.86,135.24,300.56,175.06,149.92,91.99,140.99,433.0
2022-07-12,193.57,386.53,120.19,134.9,291.69,173.47,151.67,92.03,141.12,420.55
2022-07-13,197.17,390.52,121.45,132.8,297.32,172.37,154.82,95.02,140.19,435.21
2022-07-14,196.47,386.65,120.87,131.97,294.22,173.16,152.59,95.67,139.37,454.56
2022-07-15,201.47,392.74,122.44,131.23,307.56,173.18,154.78,99.49,139.61,479.53
2022-07-18,202.18,398.16,122.47,131.17,319.53,171.67,154.55,99.01,140.08,491.78
2022-07-19,202.98,395.41,121.85,134.59,320.36,173.14,155.76,101.1,140.46,493.05
2022-07-20,205.46,403.07,122.79,133.89,328.85,175.88,158.14,99.88,140.82,500.49
2022-07-21,201.97,398.29,120.68,131.66,318.52,177.28,156.75,99.11,140.21,483.08
2022-07-22,202.33,399.13,120.98,129.96,318.06,178.0,156.55,99.03,140.32,488.98
2022-07-25,204.17,400.94,120.92,127.87,325.46,178.69,157.67,100.09,140.78,502.26
2022-07-26,201.29,393.17,120.1,126.2,319.88,177.38,155.48,97.13,139.66,500.37
2022-07-27,198.14,397.33,118.78,126.04,320.31,177.91,152.4,96.93,137.74,476.3
2022-07-28,198.62,395.63,120.34,128.82,328.22,177.24,153.88,93.7,137.9,472.99
2022-07-29,199.2,396.35,120.68,123.45,328.67,176.69,155.9,93.44,137.57,492.53
2022-08-01,192.34,385.55,116.17,120.67,301.13,177.4,153.31,92.6,136.35,467.19
2022-08-02,187.11,379.19,114.61,118.74,286.11,175.89,151.37,90.64,134.79,450.98
2022-08-03,185.54,375.44,113.98,117.96,275.74,175.29,150.68,91.62,133.09,451.05
2022-08-04,185.38,371.32,112.15,121.51,272.58,177.01,147.27,95.49,134.67,451.92
2022-08-05,184.63,373.11,112.74,121.64,273.59,178.11,144.64,94.64,132.58,454.84
2022-08-08,182.86,365.27,110.36,121.24,264.5,175.67,139.26,93.27,131.48,434.61
2022-08-09,182.53,366.47,111.16,121.54,264.1,175.91,139.27,91.13,132.38,430.68
2022-08-10,188.21,382.38,114.11,122.54,293.38,177.56,141.38,90.43,134.05,478.88
2022-08-11,192.02,385.26,115.38,121.73,295.27,174.63,140.37,92.35,134.5,501.2
2022-08-12,195.28,387.58,116.04,121.41,292.54,174.49,134.74,92.22,134.34,502.08
2022-08-15,198.54,392.68,119.35,124.26,297.47,174.9,132.54,91.33,133.94,507.16
2022-08-16,196.42,385.36,115.85,121.95,296.87,174.3,132.19,89.17,132.61,493.7
2022-08-17,196.25,377.87,113.84,120.73,283.96,170.32,130.23,88.31,132.91,463.72
2022-08-18,198.64,386.68,116.02,120.26,294.18,170.13,129.48,89.5,132.83,488.54
2022-08-19,197.43,383.99,114.73,117.54,293.33,172.28,128.63,87.68,132.11,482.85
2022-08-22,202.54,387.86,116.32,116.91,302.11,171.94,126.77,86.08,134.35,490.66
2022-08-23,202.97,388.92,117.91,115.37,301.09,171.31,124.19,84.06,134.91,487.12
2022-08-24,205.99,390.58,118.64,113.0,308.37,172.09,126.11,86.01,136.15,528.77
2022-08-25,205.49,383.44,118.33,109.94,300.9,171.71,126.17,87.9,133.87,541.53
2022-08-26,205.67,378.8,116.64,108.38,291.4,170.64,123.74,87.33,134.26,533.9
2022-08-29,204.52,378.57,117.21,108.99,298.58,172.18,127.78,84.89,134.89,531.73
2022-08-30,204.26,375.42,117.06,105.89,295.97,169.97,125.77,84.15,134.57,539.6
2022-08-31,201.41,371.81,116.48,105.81,292.14,171.25,125.52,83.13,134.99,526.64
2022-09-01,204.98,377.58,117.81,107.35,297.03,173.25,124.24,85.18,135.82,539.45
2022-09-02,207.48,382.6,120.59,110.73,306.65,173.2,124.92,86.21,137.51,543.46
2022-09-05,206.44,388.36,120.93,109.01,314.09,173.57,122.63,87.13,136.42,554.13
2022-09-06,206.35,389.24,118.87,107.88,319.64,175.31,120.33,87.78,136.1,562.83
2022-09-07,205.47,388.68,119.47,108.27,317.91,176.69,119.88,87.66,137.08,562.72
2022-09-08,204.15,381.52,118.35,105.32,307.72,176.73,120.17,83.97,136.9,540.33
2022-09-09,200.38,378.23,116.2,103.17,301.13,175.39,118.95,82.46,135.57,531.99
2022-09-12,203.85,376.32,117.75,107.01,310.83,176.44,118.61,83.78,135.91,550.1
2022-09-13,205.16,375.07,116.88,108.09,319.84,178.25,119.97,85.47,137.9,577.01
2022-09-14,208.09,373.69,117.79,109.07,321.75,177.32,120.94,84.67,137.78,574.34
2022-09-15,210.95,377.12,118.71,109.2,327.76,179.74,119.8,85.52,138.87,580.66
2022-09-16,215.81,384.91,120.8,107.21,340.24,179.62,118.32,83.75,140.14,572.25
2022-09-19,216.97,385.68,121.74,107.16,343.5,178.51,118.29,84.38,140.41,582.66
2022-09-20,214.08,380.24,119.5,105.75,341.43,177.37,115.22,83.88,141.83,559.49
2022-09-21,220.69,389.57,123.87,110.5,364.71,178.86,119.7,86.58,144.78,610.16
2022-09-22,217.21,388.64,122.45,109.55,360.73,179.05,121.81,85.12,142.37,578.32
2022-09-23,220.88,390.11,123.92,110.57,361.44,180.23,122.48,85.22,143.06,592.25
2022-09-26,217.83,389.99,124.39,107.32,358.45,179.17,123.43,83.13,144.1,560.15
2022-09-27,217.16,390.97,123.61,105.45,359.16,179.04,122.81,83.83,143.52,568.85
2022-09-28,215.63,386.09,122.14,104.18,349.58,179.88,121.95,82.34,143.27,555.92
2022-09-29,211.92,380.75,119.88,102.76,343.59,179.48,123.01,82.04,145.19,539.5
2022-09-30,209.59,380.14,120.38,100.0,338.53,177.94,122.87,81.39,145.86,527.59
2022-10-03,214.12,384.44,123.34,101.9,357.03,176.43,121.79,83.99,145.99,553.22
2022-10-04,211.43,385.67,121.39,100.78,353.93,178.12,120.45,84.28,144.26,572.38
2022-10-05,210.79,385.06,122.73,99.96,361.0,177.23,121.97,83.49,142.77,586.26
2022-10-06,212.97,382.85,122.8,102.66,365.21,176.95,121.19,86.38,141.96,605.22
2022-10-07,208.43,382.46,121.26,101.48,374.82,176.39,123.5,86.1,141.84,639.47
2022-10-10,208.05,377.05,120.64,101.28,370.11,175.49,126.86,87.16,140.91,648.75
2022-10-11,205.67,373.44,118.47,103.95,361.3,177.06,126.34,86.19,141.14,627.31
2022-10-12,207.54,366.33,116.86,106.2,351.28,176.86,123.54,86.79,142.68,624.53
2022-10-13,210.93,376.01,118.14,105.44,369.97,179.21,123.22,86.11,142.62,631.06
2022-10-14,207.04,367.1,115.4,104.8,357.96,177.66,120.95,85.27,140.44,622.14
2022-10-17,211.23,369.8,116.68,108.24,366.12,179.29,122.03,88.52,142.15,654.28
2022-10-18,213.17,370.14,116.87,110.18,370.01,178.03,125.05,91.04,142.88,666.63
2022-10-19,213.94,373.0,115.56,113.78,371.52,179.41,125.2,95.25,143.41,697.42
2022-10-20,215.39,371.28,115.87,114.16,365.19,179.57,125.41,96.14,143.66,688.49
2022-10-21,218.04,372.11,113.85,114.61,365.87,180.26,127.82,100.12,144.43,703.04
2022-10-24,220.11,373.19,114.95,114.15,370.18,178.89,129.87,99.58,145.45,693.0
2022-10-25,222.86,372.83,115.93,117.13,372.59,177.83,131.16,99.28,145.47,696.4
2022-10-26,227.63,378.24,118.06,120.07,385.08,179.61,134.82,100.59,142.67,721.02
2022-10-27,231.97,382.93,119.61,123.7,395.91,177.74,132.33,101.89,143.07,749.67
2022-10-28,229.55,379.29,117.55,121.69,377.64,176.57,130.72,100.89,144.64,735.2
2022-10-31,227.09,369.34,115.37,121.88,359.35,174.48,132.12,100.34,145.08,693.57
2022-11-01,227.03,368.19,114.55,124.06,351.63,175.27,131.57,101.51,144.63,694.16
2022-11-02,223.96,369.16,113.78,120.23,352.01,174.61,127.65,100.39,145.04,699.18
2022-11-03,222.82,368.56,113.41,122.81,347.24,174.62,126.43,98.64,145.03,691.88
2022-11-04,222.29,364.96,112.92,123.98,342.47,176.37,125.58,98.08,145.54,687.93
2022-11-07,222.58,360.88,114.59,124.34,338.89,176.53,125.57,97.81,144.67,694.18
2022-11-08,221.79,361.09,113.41,122.1,330.85,175.22,119.96,95.79,143.03,669.72
2022-11-09,222.07,365.94,116.58,124.96,335.18,175.62,123.47,95.05,142.48,663.19
2022-11-10,224.17,370.52,117.11,124.55,343.98,174.89,125.31,96.61,143.13,687.67
2022-11-11,222.73,366.83,115.76,125.06,339.95,174.16,125.93,96.48,142.37,683.21
2022-11-14,219.48,357.52,113.5,122.84,325.09,171.49,126.14,94.56,141.23,660.19
2022-11-15,215.09,348.0,111.23,120.74,306.55,170.98,123.63,92.67,139.23,630.87
2022-11-16,219.6,346.54,112.4,124.26,307.92,169.56,124.63,94.95,141.05,646.6
2022-11-17,220.06,344.1,112.96,126.41,301.38,170.04,126.5,97.03,141.04,636.78
2022-11-18,218.53,339.3,111.76,125.48,304.45,170.58,127.88,97.43,141.28,647.08
2022-11-21,218.05,339.54,112.0,125.38,303.0,169.83,125.38,98.87,143.53,654.8
2022-11-22,214.07,338.15,111.57,123.32,299.91,168.97,127.69,99.48,141.89,660.11
2022-11-23,217.65,342.61,113.69,124.51,302.69,169.19,129.64,100.33,143.03,663.53
2022-11-24,216.71,344.51,113.88,123.29,308.16,168.4,128.12,95.61,142.08,662.82
2022-11-25,210.15,334.65,110.9,116.86,288.36,167.77,129.82,94.41,139.77,628.42
2022-11-28,210.74,336.28,112.99,119.33,291.69,167.93,136.95,97.49,139.47,646.14
2022-11-29,208.09,325.91,110.92,122.31,273.52,167.47,135.1,98.01,138.87,599.31
2022-11-30,205.15,320.4,110.4,124.3,265.37,168.96,135.69,97.75,138.75,585.97
2022-12-01,203.56,318.93,110.39,124.16,262.92,169.5,137.34,97.91,138.08,585.76
2022-12-02,198.83,313.52,105.97,118.53,245.96,169.52,134.43,94.16,137.32,554.86
2022-12-05,200.48,314.74,106.83,120.97,247.24,170.08,134.84,92.6,138.6,566.92
2022-12-06,197.97,315.18,105.41,119.98,251.15,169.66,133.93,89.83,137.77,538.14
2022-12-07,199.38,319.31,106.23,120.89,255.08,171.31,135.16,87.9,139.05,530.0
2022-12-08,195.7,314.2,102.77,116.72,247.0,170.49,133.17,86.52,137.69,514.6
2022-12-09,194.53,308.16,100.9,118.02,246.71,170.99,135.47,86.95,140.56,534.27
2022-12-12,189.61,303.79,98.9,115.39,240.14,170.39,132.85,85.71,141.1,514.51
2022-12-13,191.53,305.07,100.0,113.94,240.46,169.81,130.64,83.95,141.19,511.64
2022-12-14,194.0,305.94,100.87,113.64,245.42,171.15,132.26,85.54,142.03,541.57
2022-12-15,194.34,303.35,100.78,112.09,251.23,169.92,132.83,84.97,141.18,538.04
2022-12-16,196.67,310.45,101.87,109.53,257.77,168.91,131.24,85.45,140.88,541.9
2022-12-19,198.55,314.51,102.7,110.25,265.39,170.08,132.1,87.98,142.2,558.64
2022-12-20,197.34,311.66,102.45,108.92,259.58,170.81,132.55,89.23,142.9,546.3
2022-12-21,197.15,314.57,101.79,109.22,262.25,169.14,131.78,88.4,141.37,540.39
2022-12-22,191.59,306.82,101.15,109.13,247.39,170.28,130.7,86.97,138.9,514.53
2022-12-23,195.71,308.21,100.84,112.19,258.52,168.32,130.69,88.06,139.4,520.2
2022-12-26,198.79,312.01,102.47,112.13,261.41,165.29,129.89,90.14,138.23,517.07
2022-12-27,200.22,315.47,102.88,111.76,266.79,165.4,131.75,94.19,136.76,556.98
2022-12-28,200.66,320.31,104.3,112.01,275.08,165.57,131.22,95.68,135.9,579.0
2022-12-29,200.87,313.46,102.87,112.84,267.02,161.57,131.57,95.78,136.38,559.46
2022-12-30,202.61,321.0,103.82,116.17,278.7,162.19,136.66,98.97,137.99,576.85
2023-01-02,200.31,319.22,104.23,115.12,274.66,163.69,137.07,99.45,138.62,571.08
2023-01-03,201.37,322.49,104.65,116.86,277.14,163.6,134.52,98.95,137.62,562.25
2023-01-04,203.36,319.28,103.08,115.87,276.94,163.21,131.73,99.67,137.46,576.69
2023-01-05,202.37,315.68,101.77,116.89,274.34,164.33,132.29,97.41,140.19,563.89
2023-01-06,204.07,316.35,103.26,115.69,278.37,161.27,133.08,95.63,140.4,577.55
2023-01-09,206.75,322.97,105.92,115.71,289.84,159.69,132.55,98.0,140.06,581.39
2023-01-10,213.27,331.5,109.68,116.12,305.46,160.5,132.92,98.34,139.08,611.32
2023-01-11,216.56,332.52,112.49,114.99,307.55,159.07,133.28,100.11,137.93,626.64
2023-01-12,218.84,335.22,113.7,113.93,311.54,160.33,131.11,98.45,135.94,640.91
2023-01-13,223.07,338.94,114.52,113.21,317.29,159.91,132.54,97.84,136.88,648.41
2023-01-16,220.7,335.61,113.64,114.29,311.05,158.46,133.79,96.94,136.86,627.12
2023-01-17,220.3,333.74,113.8,107.84,311.28,155.64,132.77,95.38,137.73,632.24
2023-01-18,217.69,326.13,111.57,103.78,296.53,153.61,129.27,93.22,136.52,603.85
2023-01-19,209.98,314.65,108.18,103.16,270.99,151.7,129.34,91.56,134.91,566.64
2023-01-20,208.96,312.21,107.37,106.05,270.64,152.21,128.72,92.85,136.04,552.14
2023-01-23,211.27,314.1,108.32,105.23,272.31,150.82,126.51,92.85,135.49,542.6
2023-01-24,218.47,317.67,111.89,105.16,282.98,150.19,126.52,93.08,136.34,561.24
2023-01-25,215.78,310.43,110.25,102.48,272.52,149.54,125.74,90.71,136.85,537.49
2023-01-26,211.6,305.73,108.83,100.3,267.4,147.91,123.43,87.96,136.87,514.86
2023-01-27,208.61,301.83,104.7,100.14,260.63,145.13,117.99,86.28,134.87,495.97
2023-01-30,210.06,304.35,103.27,99.14,261.14,144.18,115.86,84.48,135.01,493.22
2023-01-31,212.36,306.21,105.87,102.09,265.32,144.22,119.72,87.4,133.98,522.08
2023-02-01,211.99,303.41,103.64,101.22,261.86,145.6,120.52,86.51,134.8,525.89
2023-02-02,212.39,302.15,103.1,101.93,262.71,145.28,115.94,83.97,135.48,491.99
2023-02-03,216.36,309.02,105.23,103.98,275.44,146.16,115.07,85.97,137.78,499.99
2023-02-06,211.92,304.54,102.82,102.81,272.03,143.3,115.58,85.12,137.98,490.25
2023-02-07,214.42,307.16,104.12,104.08,274.5,141.72,113.73,85.09,136.97,482.58
2023-02-08,220.46,315.51,106.77,106.86,287.0,142.96,116.04,86.23,137.14,515.14
2023-02-09,222.65,310.78,106.05,106.24,280.67,143.01,115.55,83.83,136.93,511.5
2023-02-10,222.05,308.39,105.8,109.06,280.66,144.81,115.62,84.33,137.43,512.47
2023-02-13,223.67,307.2,106.59,106.89,274.24,146.36,115.4,84.63,139.16,492.09
2023-02-14,227.65,312.82,109.95,106.23,288.74,145.66,118.2,85.19,140.63,516.91
2023-02-15,221.54,298.22,106.2,104.43,269.79,143.62,119.3,84.39,139.64,497.03
2023-02-16,220.24,297.43,104.67,103.78,265.96,142.32,121.28,83.38,139.43,478.44
2023-02-17,221.36,294.84,105.26,107.95,262.22,144.07,122.19,86.33,142.57,477.63
2023-02-20,216.46,293.33,103.9,107.31,255.93,143.2,123.41,86.98,140.12,472.9
2023-02-21,218.19,294.02,105.84,107.12,257.05,143.83,124.76,85.32,140.35,469.3
2023-02-22,221.17,297.17,107.21,106.16,261.02,144.84,124.16,85.12,139.47,470.18
2023-02-23,221.02,297.63,108.98,105.72,261.03,143.3,125.61,85.82,140.81,478.85
2023-02-24,222.33,297.51,109.49,105.99,265.56,144.15,125.68,83.91,142.86,483.25
2023-02-27,221.39,298.35,109.42,107.98,259.06,144.31,128.85,86.0,144.67,463.59
2023-02-28,225.14,304.72,109.96,108.07,267.68,143.14,127.77,87.53,144.57,479.2
2023-03-01,226.13,305.65,109.73,109.37,263.53,143.48,130.31,87.98,143.73,481.61
2023-03-02,226.83,308.58,110.4,105.28,270.15,145.24,133.06,83.03,144.4,477.88
2023-03-03,223.28,305.87,108.86,105.1,265.19,143.94,130.94,81.65,141.75,450.76
2023-03-06,222.7,309.7,108.81,103.37,263.44,144.16,132.84,84.6,141.7,459.59
2023-03-07,221.01,307.13,108.49,102.53,258.84,143.73,131.5,83.93,138.92,458.7
2023-03-08,229.15,312.9,111.93,106.4,276.51,144.3,130.29,85.11,140.61,482.99
2023-03-09,228.83,313.14,112.19,106.92,275.85,144.88,130.28,86.15,139.88,486.44
2023-03-10,223.41,307.26,110.27,103.77,263.82,141.22,125.48,82.81,138.37,455.06
2023-03-13,223.35,306.16,109.73,104.94,263.93,141.01,127.57,86.02,137.41,472.19
2023-03-14,234.17,316.74,114.45,107.87,285.14,142.85,128.09,87.26,136.45,512.17
2023-03-15,231.13,315.18,111.84,105.73,284.67,141.85,122.97,86.13,135.41,500.97
2023-03-16,228.73,319.19,110.39,109.48,287.07,143.69,122.53,86.69,134.67,497.76
2023-03-17,224.04,316.1,106.73,108.08,283.59,142.19,121.34,86.26,136.17,474.17
2023-03-20,233.92,317.79,109.27,108.09,300.35,141.28,121.36,86.61,137.85,504.49
2023-03-21,229.66,314.6,107.99,108.18,302.22,138.94,120.12,87.82,137.54,481.54
2023-03-22,225.36,311.82,106.68,108.16,292.57,139.23,118.35,87.79,136.85,457.42
2023-03-23,230.87,311.68,107.96,108.4,304.56,139.47,117.74,87.08,140.22,465.91
2023-03-24,224.93,307.37,106.01,107.91,298.06,141.28,115.09,84.65,140.45,436.32
2023-03-27,220.16,308.73,103.57,105.35,294.81,142.9,111.44,84.19,138.69,432.51
2023-03-28,217.29,310.9,102.37,100.03,289.52,142.01,111.63,81.73,136.13,429.32
2023-03-29,212.95,306.38,100.43,99.15,277.97,140.63,110.92,80.17,133.73,418.01
2023-03-30,214.66,313.41,102.53,97.54,286.47,139.83,108.81,79.23,134.37,422.01
2023-03-31,210.32,307.9,100.45,93.73,278.72,138.43,105.13,75.57,134.61,396.97
2023-04-03,214.27,316.56,103.59,93.99,280.53,139.42,109.78,77.13,132.3,404.82
2023-04-04,213.8,312.85,100.79,93.34,272.9,140.93,108.97,77.33,132.41,401.51
2023-04-05,208.65,304.9,99.17,92.59,259.38,140.69,109.23,79.21,131.96,385.28
2023-04-06,208.41,306.57,100.14,90.22,260.87,139.31,108.11,79.5,132.25,382.72
2023-04-07,208.04,304.72,102.13,91.11,255.92,140.57,111.9,82.58,134.53,392.92
2023-04-10,207.07,303.28,101.4,90.21,258.15,140.3,112.92,83.35,133.61,388.63
